               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  38,            0.030621,            0.013525,           0.0019847,             0.88988,             0.85231,             0.90654,             0.56618,            0.035068,           0.0071353,           0.0025873,            0.006337,            0.006337,            0.006337
                  39,            0.030489,            0.013399,           0.0020657,             0.92135,             0.88356,             0.93154,             0.59874,            0.037075,           0.0070881,           0.0017843,            0.006238,            0.006238,            0.006238
                  40,            0.029942,            0.012958,           0.0016894,             0.88031,             0.84186,             0.89623,             0.57205,            0.038183,           0.0071235,           0.0024348,            0.006139,            0.006139,            0.006139
                  41,            0.030351,             0.01333,           0.0019502,             0.87865,             0.85511,             0.90351,             0.58469,            0.034479,           0.0069436,           0.0033669,             0.00604,             0.00604,             0.00604
                  42,            0.029939,            0.012859,           0.0017841,              0.9187,             0.88079,             0.91867,             0.59662,            0.034693,            0.006916,           0.0022032,            0.005941,            0.005941,            0.005941
                  43,            0.029857,            0.013026,           0.0017858,             0.91438,             0.84428,             0.90312,             0.58819,             0.03454,           0.0070537,           0.0023356,            0.005842,            0.005842,            0.005842
                  44,            0.029441,            0.013028,           0.0016602,             0.88046,             0.88682,             0.90776,             0.59248,            0.034424,           0.0069951,           0.0022469,            0.005743,            0.005743,            0.005743
                  45,            0.029594,            0.013019,           0.0018381,             0.86132,             0.86996,             0.90884,             0.60045,            0.035869,           0.0070125,           0.0030197,            0.005644,            0.005644,            0.005644
                  46,            0.029054,            0.012782,           0.0017328,             0.92427,             0.89263,              0.9285,             0.61846,            0.035202,            0.006878,           0.0013045,            0.005545,            0.005545,            0.005545
                  47,            0.029092,             0.01278,           0.0016896,             0.90564,               0.869,             0.90624,             0.59776,             0.03607,           0.0072355,           0.0020803,            0.005446,            0.005446,            0.005446
                  48,             0.02846,            0.012299,            0.001701,             0.92082,             0.86218,              0.9092,             0.57364,             0.03717,           0.0071143,            0.002429,            0.005347,            0.005347,            0.005347
                  49,            0.028387,             0.01271,           0.0017555,             0.91956,             0.86563,             0.90937,             0.59375,            0.035916,           0.0070732,            0.002978,            0.005248,            0.005248,            0.005248
                  50,            0.028683,            0.012794,           0.0014673,             0.93934,              0.8642,             0.93493,             0.61007,            0.035444,           0.0070189,           0.0016063,            0.005149,            0.005149,            0.005149
                  51,            0.028325,            0.012314,           0.0014915,             0.92034,              0.8732,             0.92882,             0.59913,            0.035528,           0.0070151,           0.0014121,             0.00505,             0.00505,             0.00505
                  52,             0.02801,            0.012287,           0.0015958,             0.87805,             0.86365,             0.90836,             0.60087,            0.034335,           0.0072251,           0.0031894,            0.004951,            0.004951,            0.004951
                  53,            0.028182,            0.012543,           0.0014963,             0.90888,              0.8815,             0.90798,             0.59407,            0.036454,            0.007173,           0.0019209,            0.004852,            0.004852,            0.004852
                  54,            0.027632,            0.012522,           0.0015268,             0.90949,             0.84646,             0.91128,             0.59449,            0.035264,           0.0075823,           0.0031776,            0.004753,            0.004753,            0.004753
                  55,            0.027247,             0.01247,           0.0014939,             0.93017,             0.89335,             0.94244,             0.61801,            0.034519,           0.0068532,           0.0016744,            0.004654,            0.004654,            0.004654
                  56,            0.027299,            0.012345,            0.001553,             0.89853,             0.87599,             0.92123,             0.61116,            0.034985,           0.0072849,            0.002185,            0.004555,            0.004555,            0.004555
                  57,             0.02687,            0.012477,           0.0015152,             0.94061,              0.8498,             0.92153,             0.60459,            0.036287,           0.0073473,           0.0014954,            0.004456,            0.004456,            0.004456
                  58,            0.026525,            0.012328,           0.0012466,             0.94192,             0.86724,             0.92459,             0.60491,            0.035793,            0.007201,           0.0020772,            0.004357,            0.004357,            0.004357
                  59,            0.026611,            0.012002,           0.0015181,              0.8831,             0.89626,             0.92609,             0.60698,            0.035185,            0.007197,           0.0023199,            0.004258,            0.004258,            0.004258
                  60,            0.026213,            0.011923,           0.0012608,             0.91929,              0.8773,              0.9322,             0.62264,            0.034171,           0.0070823,           0.0019371,            0.004159,            0.004159,            0.004159
                  61,            0.025826,            0.011635,           0.0013748,             0.93483,             0.87948,             0.91982,             0.61594,            0.036151,           0.0072938,           0.0022577,             0.00406,             0.00406,             0.00406
                  62,            0.026625,            0.011981,           0.0013567,             0.91288,             0.89255,              0.9329,             0.62011,            0.035477,           0.0071401,           0.0022363,            0.003961,            0.003961,            0.003961
                  63,             0.02572,            0.012106,           0.0012635,             0.91971,             0.87389,              0.9272,             0.61043,             0.03509,           0.0073225,           0.0026923,            0.003862,            0.003862,            0.003862
                  64,            0.026178,            0.011761,             0.00116,             0.89717,             0.89844,             0.93039,             0.62613,            0.034503,             0.00696,           0.0021781,            0.003763,            0.003763,            0.003763
                  65,              0.0254,            0.011747,           0.0013416,             0.93767,             0.88308,             0.93447,             0.63711,            0.035008,           0.0068312,           0.0018194,            0.003664,            0.003664,            0.003664
                  66,            0.025611,            0.011455,           0.0011943,             0.91675,             0.87659,             0.92872,             0.62265,            0.034525,           0.0072134,           0.0018717,            0.003565,            0.003565,            0.003565
                  67,            0.025293,             0.01162,           0.0011847,             0.88899,             0.87365,             0.90823,             0.61627,            0.035693,           0.0071911,           0.0027994,            0.003466,            0.003466,            0.003466
                  68,            0.025645,            0.011728,           0.0012407,             0.92985,             0.87727,             0.92717,             0.62684,            0.034132,           0.0072706,           0.0022511,            0.003367,            0.003367,            0.003367
                  69,            0.025176,            0.011397,           0.0010243,             0.91587,             0.90099,             0.92383,             0.61828,            0.036535,           0.0071764,           0.0021272,            0.003268,            0.003268,            0.003268
                  70,            0.025344,            0.011444,           0.0010171,             0.92872,             0.87083,             0.91967,              0.6195,              0.0348,           0.0072373,           0.0019121,            0.003169,            0.003169,            0.003169
                  71,            0.024775,            0.011549,           0.0011908,              0.9298,             0.88399,             0.93428,             0.62583,            0.034551,           0.0072134,           0.0023206,             0.00307,             0.00307,             0.00307
                  72,            0.024457,            0.011508,           0.0011409,             0.92664,             0.88372,             0.93116,             0.62055,            0.035236,           0.0071169,           0.0024086,            0.002971,            0.002971,            0.002971
                  73,            0.024321,              0.0111,            0.001201,             0.91954,             0.88838,             0.92628,             0.63116,             0.03409,           0.0071944,           0.0027117,            0.002872,            0.002872,            0.002872
                  74,            0.023975,            0.011008,           0.0010194,             0.92977,             0.86488,             0.92449,             0.62462,            0.034238,           0.0072166,           0.0022911,            0.002773,            0.002773,            0.002773
                  75,            0.023836,            0.011546,          0.00094539,             0.89814,             0.88855,             0.93379,              0.6267,            0.034075,           0.0069971,           0.0025025,            0.002674,            0.002674,            0.002674
                  76,             0.02359,            0.011237,          0.00097946,             0.91377,             0.89201,             0.93279,             0.63422,            0.034146,           0.0070573,           0.0025273,            0.002575,            0.002575,            0.002575
                  77,            0.023906,            0.010966,           0.0010308,             0.93587,             0.88841,              0.9416,             0.64651,            0.033864,            0.007043,           0.0024515,            0.002476,            0.002476,            0.002476
                  78,            0.023479,            0.011231,            0.001025,             0.90575,              0.8614,             0.91982,             0.61384,            0.035276,           0.0070991,           0.0019606,            0.002377,            0.002377,            0.002377
                  79,            0.023742,            0.011315,          0.00099989,             0.94805,               0.866,             0.92962,             0.63039,            0.034212,           0.0072413,             0.00191,            0.002278,            0.002278,            0.002278
                  80,            0.022921,            0.011111,          0.00092856,             0.91639,             0.88663,             0.92164,              0.6332,            0.033669,           0.0071925,           0.0020808,            0.002179,            0.002179,            0.002179
                  81,            0.022774,            0.011323,          0.00095306,               0.944,             0.86342,             0.92689,             0.63934,            0.033187,           0.0072618,           0.0022013,             0.00208,             0.00208,             0.00208
                  82,            0.023266,            0.010974,          0.00092095,             0.87769,             0.88901,              0.9193,             0.62904,            0.033823,           0.0071603,            0.003075,            0.001981,            0.001981,            0.001981
                  83,            0.023186,            0.010862,           0.0010325,             0.89079,             0.87059,             0.92245,             0.63061,            0.033215,           0.0072162,           0.0025823,            0.001882,            0.001882,            0.001882
                  84,            0.022168,            0.011123,          0.00082747,             0.92044,             0.88153,             0.93386,             0.63469,            0.034227,           0.0071476,           0.0020392,            0.001783,            0.001783,            0.001783
                  85,            0.022591,            0.010776,          0.00089919,             0.91993,             0.89733,             0.93153,             0.63102,            0.033575,           0.0072958,           0.0018964,            0.001684,            0.001684,            0.001684
                  86,            0.022165,            0.010623,          0.00094865,             0.91552,             0.87774,             0.92136,             0.62725,            0.033626,            0.007279,           0.0023256,            0.001585,            0.001585,            0.001585
                  87,            0.022152,            0.010465,          0.00087684,             0.91863,             0.87981,             0.93064,             0.63345,            0.033245,           0.0071966,            0.002172,            0.001486,            0.001486,            0.001486
                  88,            0.022059,            0.010699,          0.00081219,             0.92197,             0.88254,              0.9301,             0.63334,            0.033445,           0.0072948,           0.0022762,            0.001387,            0.001387,            0.001387
                  89,            0.021895,            0.010362,          0.00082292,             0.90539,             0.88164,             0.93045,             0.63499,            0.034056,           0.0072174,           0.0025313,            0.001288,            0.001288,            0.001288
                  90,            0.021584,            0.010441,          0.00079919,             0.90593,                 0.9,             0.92933,             0.63744,            0.033669,            0.007256,           0.0021351,            0.001189,            0.001189,            0.001189
                  91,            0.021586,            0.010502,          0.00085216,             0.89455,             0.89588,             0.92529,             0.63618,            0.033866,           0.0073273,           0.0024987,             0.00109,             0.00109,             0.00109
                  92,            0.022047,            0.010577,          0.00075445,             0.89693,             0.88696,             0.92627,             0.63323,            0.033459,           0.0073082,           0.0024892,            0.000991,            0.000991,            0.000991
                  93,            0.021389,            0.010387,          0.00074929,             0.90719,             0.89747,             0.92942,             0.63771,            0.034095,           0.0072718,           0.0026346,            0.000892,            0.000892,            0.000892
                  94,             0.02114,            0.010152,          0.00085763,             0.90251,              0.8963,             0.92847,             0.63816,            0.034357,           0.0071881,           0.0024416,            0.000793,            0.000793,            0.000793
                  95,            0.020611,             0.01021,          0.00090594,             0.91601,             0.89303,             0.92912,             0.63769,            0.033871,           0.0072312,           0.0023272,            0.000694,            0.000694,            0.000694
                  96,            0.020733,            0.010316,          0.00073652,             0.90433,             0.89906,             0.93168,              0.6411,            0.033647,           0.0072183,           0.0022527,            0.000595,            0.000595,            0.000595
                  97,            0.020788,            0.010485,          0.00075245,             0.91017,             0.89122,             0.93134,             0.64034,            0.033374,           0.0071855,           0.0023305,            0.000496,            0.000496,            0.000496
                  98,            0.020493,            0.010229,          0.00074466,             0.89645,             0.91132,              0.9322,             0.64011,            0.033478,           0.0072263,           0.0022602,            0.000397,            0.000397,            0.000397
                  99,            0.020661,            0.010184,          0.00070564,             0.89606,              0.8928,             0.93079,             0.64123,            0.033361,           0.0072949,           0.0023088,            0.000298,            0.000298,            0.000298
